CO_MES,SETOR,UF,PAIS,BLOCO,FOB,Quant
3,CACAU,SP,Paraguai,América do Sul,1.0972009999999999,0.303878
3,CACAU,SP,Peru,América do Sul,0.134276,0.02001
3,CACAU,SP,Portugal,União Europeia - UE,0.015541,0.001257
3,CACAU,SP,Reino Unido,Europa,0.010072,0.001423
3,CACAU,SP,República Dominicana,América Central e Caribe,0.060351,0.015185
3,CACAU,SP,Serra Leoa,África,0.004733,0.002401
3,CACAU,SP,Singapura,Ásia (Exclusive Oriente Médio),0.526072,0.122795
3,CACAU,SP,Suíça,Europa,0.000583,9.8e-05
3,CACAU,SP,Tailândia,Ásia (Exclusive Oriente Médio),0.006979000000000001,0.002119
3,CACAU,SP,Tanzânia,África,0.004157,0.001511
3,CACAU,SP,Trinidad e Tobago,América Central e Caribe,0.039498000000000005,0.011611
3,CACAU,SP,Uruguai,América do Sul,0.5886089999999999,0.159033
3,CACAU,SP,Venezuela,América do Sul,0.47535700000000003,0.21600300000000003
3,CACAU,SP,África do Sul,África,0.014875,0.007
3,CAFE,AL,Bahamas,América Central e Caribe,2e-06,1e-06
3,CAFE,AL,Colômbia,América do Sul,5.3e-05,3e-06
3,CAFE,AL,Ilha de Man,União Europeia - UE,0.000889,2.8e-05
3,CAFE,AL,Libéria,África,0.000575,1.8e-05
3,CAFE,AL,Liechtenstein,Europa,0.000232,4e-06
3,CAFE,AL,"Marshall, Ilhas",Oceania,0.000582,2e-05
3,CAFE,AL,Panamá,América Central e Caribe,0.000349,7e-06
3,CAFE,AL,Singapura,Ásia (Exclusive Oriente Médio),0.000126,7.000000000000001e-06
3,CAFE,AM,Argentina,América do Sul,0.000479,3.4e-05
3,CAFE,AM,Bahamas,América Central e Caribe,0.00012,6e-06
3,CAFE,AM,Grécia,União Europeia - UE,0.000265,1.5e-05
3,CAFE,AM,Guiana,América do Sul,0.014121,0.002
3,CAFE,AM,Libéria,África,0.000234,4.5e-05
3,CAFE,AM,"Marshall, Ilhas",Oceania,0.000234,8e-06
3,CAFE,AM,Panamá,América Central e Caribe,0.000175,8e-06
3,CAFE,AM,Portugal,União Europeia - UE,9.7e-05,4.9999999999999996e-06
3,CAFE,AP,Guiana Francesa,América do Sul,0.000178,1.5e-05
3,CAFE,AP,Hong Kong,Ásia (Exclusive Oriente Médio),0.000278,9.999999999999999e-06
3,CAFE,AP,"Marshall, Ilhas",Oceania,0.000123,7e-06
3,CAFE,AP,Suriname,América do Sul,0.000585,0.000124
3,CAFE,BA,Alemanha,União Europeia - UE,8.006950999999999,1.12138
3,CAFE,BA,Arábia Saudita,Oriente Médio,0.20064,0.0264
3,CAFE,BA,Austrália,Oceania,1.11933,0.14
3,CAFE,BA,Bélgica,União Europeia - UE,0.5033,0.0591
3,CAFE,BA,Canadá,América do Norte,1.580148,0.192
3,CAFE,BA,"Cayman, Ilhas",América Central e Caribe,0.00011200000000000001,4.9999999999999996e-06
3,CAFE,BA,Chile,América do Sul,1.210394,0.217767
3,CAFE,BA,Colômbia,América do Sul,0.95375,0.1526
3,CAFE,BA,Coreia do Sul,Ásia (Exclusive Oriente Médio),2.266176,0.3264
3,CAFE,BA,Dinamarca,União Europeia - UE,0.2112,0.038816
3,CAFE,BA,Egito,África,0.17608,0.0384
3,CAFE,BA,Eslovênia,União Europeia - UE,0.689605,0.1
3,CAFE,BA,Espanha,União Europeia - UE,4.852537,0.854001
3,CAFE,BA,Estados Unidos,América do Norte,4.094303,0.546487
3,CAFE,BA,Estônia,União Europeia - UE,0.545798,0.0768
3,CAFE,BA,França,União Europeia - UE,0.441761,0.055439999999999996
3,CAFE,BA,Grécia,União Europeia - UE,1.005998,0.1552
3,CAFE,BA,Holanda,União Europeia - UE,3.764261,0.48156
3,CAFE,BA,Hong Kong,Ásia (Exclusive Oriente Médio),0.128448,0.0192
3,CAFE,BA,Itália,União Europeia - UE,4.834462,0.641795
3,CAFE,BA,Japão,Ásia (Exclusive Oriente Médio),5.972755,0.837945
3,CAFE,BA,Libéria,África,0.000274,9e-06
3,CAFE,BA,Líbano,Oriente Médio,2.287835,0.3168
3,CAFE,BA,Montenegro,Europa,1.264879,0.18480000000000002
3,CAFE,BA,México,América do Norte,1.04265,0.428964
3,CAFE,BA,Noruega,Europa,0.508294,0.0648
3,CAFE,BA,Nova Zelândia,Oceania,0.1396,0.02
3,CAFE,BA,Panamá,América Central e Caribe,0.000254,1e-05
3,CAFE,BA,Polônia,União Europeia - UE,0.28992,0.0384
3,CAFE,BA,Portugal,União Europeia - UE,0.000253,3.6e-05
3,CAFE,BA,Reino Unido,Europa,0.108533,0.0192
3,CAFE,BA,Rússia,Europa,0.558243,0.0768
3,CAFE,BA,Taiwan (Formosa),Ásia (Exclusive Oriente Médio),0.132288,0.0192
3,CAFE,BA,Turquia,Europa,5.209464,0.78774
3,CAFE,BA,África do Sul,África,5.675699,0.936709
3,CAFE,CE,Bahamas,América Central e Caribe,0.000256,1.8e-05
3,CAFE,CE,França,União Europeia - UE,3.8e-05,2e-06
3,CAFE,CE,Japão,Ásia (Exclusive Oriente Médio),0.000126,3.6e-05
3,CAFE,CE,"Marshall, Ilhas",Oceania,9.4e-05,2e-06
3,CAFE,CE,Noruega,Europa,2.3e-05,3e-06
3,CAFE,CE,Panamá,América Central e Caribe,0.000168,1e-05
3,CAFE,CE,Singapura,Ásia (Exclusive Oriente Médio),0.000147,1.5e-05
3,CAFE,DF,Portugal,União Europeia - UE,4.9e-05,1e-06
3,CAFE,ES,Alemanha,União Europeia - UE,3.94834,0.7345999999999999
3,CAFE,ES,Argentina,América do Sul,9.948001,1.635033
3,CAFE,ES,Argélia,África,0.47904,0.0792
3,CAFE,ES,Arábia Saudita,Oriente Médio,0.353306,0.0519
3,CAFE,ES,Austrália,Oceania,0.52571,0.094
3,CAFE,ES,Bahamas,América Central e Caribe,0.000901,4.5e-05
3,CAFE,ES,Brasil,América do Sul,0.000174,8e-06
3,CAFE,ES,Bélgica,União Europeia - UE,0.113017,0.0192
3,CAFE,ES,Chile,América do Sul,2.888826,0.471053
3,CAFE,ES,China,Ásia (Exclusive Oriente Médio),0.000117,8e-06
3,CAFE,ES,Chipre,União Europeia - UE,0.147277,0.019287
3,CAFE,ES,Colômbia,América do Sul,1.936642,0.43158
3,CAFE,ES,Coreia do Sul,Ásia (Exclusive Oriente Médio),0.13605,0.034325
3,CAFE,ES,Croácia,União Europeia - UE,1.170224,0.236
3,CAFE,ES,Egito,África,0.8542179999999999,0.1968
3,CAFE,ES,Emirados Árabes Unidos,Oriente Médio,0.544184,0.0984
3,CAFE,ES,Equador,América do Sul,0.16328,0.052
3,CAFE,ES,Espanha,União Europeia - UE,5.885515,1.195219
3,CAFE,ES,Estados Unidos,América do Norte,8.005907,1.101648
3,CAFE,ES,Estônia,União Europeia - UE,0.648741,0.054225
3,CAFE,ES,Filipinas,Ásia (Exclusive Oriente Médio),0.000102,3e-06
3,CAFE,ES,França,União Europeia - UE,0.891796,0.14410399999999998
3,CAFE,ES,Grécia,União Europeia - UE,1.345488,0.2064
3,CAFE,ES,Holanda,União Europeia - UE,2.464599,0.21120999999999998
3,CAFE,ES,Hong Kong,Ásia (Exclusive Oriente Médio),0.001304,7.6e-05
3,CAFE,ES,Indonésia,Ásia (Exclusive Oriente Médio),2.910644,0.422675
3,CAFE,ES,Itália,União Europeia - UE,7.747244,1.5608000000000002
3,CAFE,ES,Japão,Ásia (Exclusive Oriente Médio),1.21095,0.23186
3,CAFE,ES,Jordânia,Oriente Médio,0.753384,0.11760000000000001
3,CAFE,ES,Libéria,África,0.002567,0.00017
3,CAFE,ES,Líbano,Oriente Médio,2.74282,0.47030000000000005
3,CAFE,ES,Líbia,África,2.5773900000000003,0.3952
3,CAFE,ES,Malta,União Europeia - UE,0.000124,7e-06
3,CAFE,ES,"Marshall, Ilhas",Oceania,0.00092,3.4e-05
3,CAFE,ES,Martinica,América Central e Caribe,0.00013099999999999999,9e-06
3,CAFE,ES,Montenegro,Europa,1.258752,0.2112
3,CAFE,ES,México,América do Norte,3.954554,0.898616
3,CAFE,ES,Noruega,Europa,0.000637,3.9e-05
3,CAFE,ES,Panamá,América Central e Caribe,0.30660000000000004,0.06009099999999999
3,CAFE,ES,Paraguai,América do Sul,0.174386,0.02676
3,CAFE,ES,Polônia,União Europeia - UE,0.730492,0.0655
3,CAFE,ES,Portugal,União Europeia - UE,0.240752,0.043206
3,CAFE,ES,Reino Unido,Europa,0.269645,0.034421
3,CAFE,ES,Rússia,Europa,2.735478,0.547553
3,CAFE,ES,Singapura,Ásia (Exclusive Oriente Médio),0.000311,1.7e-05
3,CAFE,ES,Suécia,União Europeia - UE,0.19266,0.0339
3,CAFE,ES,Tailândia,Ásia (Exclusive Oriente Médio),0.000142,9e-06
3,CAFE,ES,Trinidad e Tobago,América Central e Caribe,0.3294,0.0585
3,CAFE,ES,Tunísia,África,1.743672,0.4032
3,CAFE,ES,Turquia,Europa,24.40971,3.969624
3,CAFE,ES,Uruguai,América do Sul,0.445775,0.0654
3,CAFE,ES,Vietnã,Ásia (Exclusive Oriente Médio),1.678898,0.37768
3,CAFE,ES,África do Sul,África,2.200216,0.473691
3,CAFE,GO,Alemanha,União Europeia - UE,1.059699,0.143975
3,CAFE,GO,Bélgica,União Europeia - UE,0.347399,0.0384
3,CAFE,GO,Canadá,América do Norte,0.186562,0.021533
3,CAFE,GO,Colômbia,América do Sul,0.17125,0.0274
3,CAFE,GO,Coreia do Sul,Ásia (Exclusive Oriente Médio),0.49927,0.072463
3,CAFE,GO,Dinamarca,União Europeia - UE,0.587904,0.0816
3,CAFE,GO,Estados Unidos,América do Norte,1.166498,0.12251999999999999
3,CAFE,GO,Grécia,União Europeia - UE,0.591081,0.0648
3,CAFE,GO,Holanda,União Europeia - UE,0.438327,0.051
3,CAFE,GO,Itália,União Europeia - UE,2.500717,0.36242
3,CAFE,GO,Japão,Ásia (Exclusive Oriente Médio),3.494938,0.410461
3,CAFE,GO,Malásia,Ásia (Exclusive Oriente Médio),0.38335,0.051
3,CAFE,GO,Nova Zelândia,Oceania,0.1396,0.02
3,CAFE,GO,Portugal,União Europeia - UE,0.241345,0.0252
3,CAFE,GO,Rússia,Europa,0.288386,0.0408
3,CAFE,GO,Suíça,Europa,0.470942,0.06
3,CAFE,GO,Uruguai,América do Sul,0.191189,0.021696
3,CAFE,MA,Bahamas,América Central e Caribe,0.000396,1.6e-05
3,CAFE,MA,Bangladesh,Ásia (Exclusive Oriente Médio),0.000165,2e-06
3,CAFE,MA,Chipre,União Europeia - UE,0.000325,1.6e-05
3,CAFE,MA,Hong Kong,Ásia (Exclusive Oriente Médio),0.00075,3.7e-05
3,CAFE,MA,Libéria,África,0.0007689999999999999,5e-05
3,CAFE,MA,"Marshall, Ilhas",Oceania,0.000447,2.2e-05
3,CAFE,MA,Panamá,América Central e Caribe,0.000537,7.000000000000001e-06
3,CAFE,MA,Singapura,Ásia (Exclusive Oriente Médio),0.0005549999999999999,3.9999999999999996e-05
3,CAFE,MA,São Tomé e Príncipe,África,0.000177,8e-06
3,CAFE,MA,Turquia,Europa,6.3e-05,2e-06
3,CAFE,MG,Albânia,Europa,0.430876,0.12229999999999999
3,CAFE,MG,Alemanha,União Europeia - UE,235.069847,37.913682
3,CAFE,MG,Argentina,América do Sul,7.3482840000000005,0.942407
3,CAFE,MG,Argélia,África,1.104243,0.1776
3,CAFE,MG,Arábia Saudita,Oriente Médio,1.870663,0.29267499999999996
3,CAFE,MG,Austrália,Oceania,18.250705,2.488894
3,CAFE,MG,Bélgica,União Europeia - UE,64.816421,9.501885
3,CAFE,MG,Canadá,América do Norte,17.556375,2.72945
3,CAFE,MG,Cazaquistão,Ásia (Exclusive Oriente Médio),0.299885,0.04012
3,CAFE,MG,Chile,América do Sul,0.889025,0.106446
3,CAFE,MG,China,Ásia (Exclusive Oriente Médio),26.557051,4.321514
3,CAFE,MG,Chipre,União Europeia - UE,0.399459,0.0576
3,CAFE,MG,Colômbia,América do Sul,5.324393,0.818804
3,CAFE,MG,Coreia do Sul,Ásia (Exclusive Oriente Médio),35.289291,5.424916
3,CAFE,MG,Coveite (Kuweit),Oriente Médio,0.074107,0.012275
3,CAFE,MG,Croácia,União Europeia - UE,0.238734,0.048
3,CAFE,MG,Cuba,América Central e Caribe,0.144224,0.029445
3,CAFE,MG,Dinamarca,União Europeia - UE,3.285378,0.436578
3,CAFE,MG,Egito,África,1.530285,0.2877
3,CAFE,MG,Emirados Árabes Unidos,Oriente Médio,2.49435,0.45914999999999995
3,CAFE,MG,Equador,América do Sul,0.713892,0.18054599999999998
3,CAFE,MG,Eslováquia,União Europeia - UE,0.308331,0.0342
3,CAFE,MG,Eslovênia,União Europeia - UE,10.03452,1.65282
3,CAFE,MG,Espanha,União Europeia - UE,21.336992999999996,3.088387
3,CAFE,MG,Estados Unidos,América do Norte,154.360955,22.895172000000002
3,CAFE,MG,Estônia,União Europeia - UE,7.363174,1.145283
3,CAFE,MG,Filipinas,Ásia (Exclusive Oriente Médio),0.351873,0.0456
3,CAFE,MG,Finlândia,União Europeia - UE,8.684158,1.3392
3,CAFE,MG,França,União Europeia - UE,34.137398,5.213134999999999
3,CAFE,MG,Grécia,União Europeia - UE,16.502701000000002,2.284776
3,CAFE,MG,Holanda,União Europeia - UE,55.731583,8.618043
3,CAFE,MG,Hong Kong,Ásia (Exclusive Oriente Médio),0.307396,0.0384
3,CAFE,MG,Indonésia,Ásia (Exclusive Oriente Médio),0.092997,0.019175
3,CAFE,MG,Irlanda,União Europeia - UE,2.104772,0.274556
3,CAFE,MG,Islândia,Europa,0.192319,0.04008
3,CAFE,MG,Israel,Oriente Médio,2.66154,0.3072
3,CAFE,MG,Itália,União Europeia - UE,85.080437,11.670542000000001
3,CAFE,MG,Japão,Ásia (Exclusive Oriente Médio),84.30840599999999,12.57766
3,CAFE,MG,Jordânia,Oriente Médio,6.785057,0.98532
3,CAFE,MG,Letônia,União Europeia - UE,3.887611,0.57205
3,CAFE,MG,Lituânia,União Europeia - UE,0.518632,0.0648
3,CAFE,MG,Líbano,Oriente Médio,3.797198,0.5232
3,CAFE,MG,Líbia,África,0.980912,0.1496
3,CAFE,MG,Maldivas,Ásia (Exclusive Oriente Médio),0.004966,0.000143
3,CAFE,MG,Malásia,Ásia (Exclusive Oriente Médio),7.2227250000000005,0.954425
3,CAFE,MG,Marrocos,África,0.115811,0.0192
3,CAFE,MG,Montenegro,Europa,0.362736,0.0792
3,CAFE,MG,México,América do Norte,6.197815,0.82772
3,CAFE,MG,Noruega,Europa,13.132909,1.609885
3,CAFE,MG,Nova Zelândia,Oceania,1.694487,0.23115
3,CAFE,MG,Paraguai,América do Sul,0.247528,0.03315
3,CAFE,MG,Peru,América do Sul,0.038977,0.002684
3,CAFE,MG,Polônia,União Europeia - UE,2.792557,0.420746
3,CAFE,MG,Portugal,União Europeia - UE,3.4449929999999997,0.4656
3,CAFE,MG,Reino Unido,Europa,30.080718,4.507461
3,CAFE,MG,República Dominicana,América Central e Caribe,2.4362760000000003,0.42210000000000003
3,CAFE,MG,Romênia,União Europeia - UE,1.132684,0.1872
3,CAFE,MG,Rússia,Europa,37.821991000000004,5.377279
3,CAFE,MG,Singapura,Ásia (Exclusive Oriente Médio),1.521729,0.22431
3,CAFE,MG,Suécia,União Europeia - UE,15.877164,2.13378
3,CAFE,MG,Suíça,Europa,1.3835460000000002,0.214365
3,CAFE,MG,Síria,Oriente Médio,1.555824,0.392
3,CAFE,MG,Taiwan (Formosa),Ásia (Exclusive Oriente Médio),8.71285,1.448475
3,CAFE,MG,Tunísia,África,15.303877,3.0927599999999997
3,CAFE,MG,Turquia,Europa,54.91611900000001,7.812239999999999
3,CAFE,MG,Ucrânia,Europa,0.22096,0.0384
3,CAFE,MG,Uruguai,América do Sul,0.191148,0.030600000000000002
3,CAFE,MG,Uzbequistão,Ásia (Exclusive Oriente Médio),0.150623,0.02596
3,CAFE,MG,Vietnã,Ásia (Exclusive Oriente Médio),4.124362,0.53996
3,CAFE,MG,África do Sul,África,2.790995,0.41332
3,CAFE,MG,Índia,Ásia (Exclusive Oriente Médio),0.425108,0.132
3,CAFE,PA,Bahamas,América Central e Caribe,2.7e-05,3e-06
3,CAFE,PA,Barbados,América Central e Caribe,0.000129,2e-06
3,CAFE,PA,"Cayman, Ilhas",América Central e Caribe,1.5e-05,1e-06
3,CAFE,PA,China,Ásia (Exclusive Oriente Médio),1.7e-05,1e-06
3,CAFE,PA,Chipre,União Europeia - UE,4.2e-05,6e-06
3,CAFE,PA,Croácia,União Europeia - UE,0.0007210000000000001,3.2e-05
3,CAFE,PA,Libéria,África,0.000653,6.7e-05
3,CAFE,PA,"Marshall, Ilhas",Oceania,0.000804,9.4e-05
3,CAFE,PA,Panamá,América Central e Caribe,0.000216,9.999999999999999e-06
3,CAFE,PA,Singapura,Ásia (Exclusive Oriente Médio),0.000102,8e-06
3,CAFE,PE,Belize,América Central e Caribe,5.4e-05,2e-05
3,CAFE,PE,Holanda,União Europeia - UE,0.004194,0.000445
3,CAFE,PE,Hong Kong,Ásia (Exclusive Oriente Médio),8.9e-05,5e-06
3,CAFE,PE,Libéria,África,0.0006410000000000001,6.4e-05
3,CAFE,PE,Malta,União Europeia - UE,0.00022199999999999998,4e-06
3,CAFE,PE,"Marshall, Ilhas",Oceania,2.3e-05,1e-06
3,CAFE,PE,Panamá,América Central e Caribe,0.000481,1.2e-05
3,CAFE,PE,Singapura,Ásia (Exclusive Oriente Médio),0.000384,2.3e-05
3,CAFE,PR,Alemanha,União Europeia - UE,2.5190580000000002,0.20979
3,CAFE,PR,Antígua e Barbuda,América Central e Caribe,0.000942,5.8e-05
3,CAFE,PR,Argentina,América do Sul,0.990988,0.0968
3,CAFE,PR,Austrália,Oceania,0.344455,0.0132
3,CAFE,PR,Bahamas,América Central e Caribe,0.000192,1.7e-05
3,CAFE,PR,Bolívia,América do Sul,0.16591,0.007649
3,CAFE,PR,Bélgica,União Europeia - UE,0.567259,0.1152
3,CAFE,PR,Chile,América do Sul,0.846159,0.055299
3,CAFE,PR,China,Ásia (Exclusive Oriente Médio),0.576052,0.040556
3,CAFE,PR,Chipre,União Europeia - UE,0.000244,1.9e-05
3,CAFE,PR,Colômbia,América do Sul,1.353426,0.106535
3,CAFE,PR,Coreia do Sul,Ásia (Exclusive Oriente Médio),0.725352,0.09294999999999999
3,CAFE,PR,Egito,África,0.888938,0.062314
3,CAFE,PR,El Salvador,América Central e Caribe,1.17815,0.1008
3,CAFE,PR,Equador,América do Sul,0.48814899999999994,0.037115999999999996
3,CAFE,PR,Espanha,União Europeia - UE,0.166288,0.018585
3,CAFE,PR,Estados Unidos,América do Norte,6.546148,0.656232
3,CAFE,PR,Estônia,União Europeia - UE,1.730526,0.147375
3,CAFE,PR,Gana,África,0.270207,0.01728
3,CAFE,PR,Grécia,União Europeia - UE,0.096486,0.00735
3,CAFE,PR,Holanda,União Europeia - UE,0.330441,0.0432
3,CAFE,PR,Hong Kong,Ásia (Exclusive Oriente Médio),8.6e-05,1.4e-05
3,CAFE,PR,Iraque,Oriente Médio,0.254454,0.011748
3,CAFE,PR,Irlanda,União Europeia - UE,0.360044,0.03835
3,CAFE,PR,Israel,Oriente Médio,1.154,0.07996
3,CAFE,PR,Itália,União Europeia - UE,0.598652,0.062791
3,CAFE,PR,Jamaica,América Central e Caribe,0.204872,0.01728
3,CAFE,PR,Japão,Ásia (Exclusive Oriente Médio),1.687584,0.19715
3,CAFE,PR,Libéria,África,0.001384,4.9999999999999996e-05
3,CAFE,PR,Malta,União Europeia - UE,0.000174,1.4000000000000001e-05
3,CAFE,PR,Malásia,Ásia (Exclusive Oriente Médio),0.716024,0.05518
3,CAFE,PR,"Marshall, Ilhas",Oceania,0.001695,0.000105
3,CAFE,PR,Mianmar,Ásia (Exclusive Oriente Médio),1.396232,0.09504
3,CAFE,PR,México,América do Norte,2.18258,0.2304
3,CAFE,PR,Palau,Oceania,5e-06,3e-06
3,CAFE,PR,Panamá,América Central e Caribe,0.001094,3.4e-05
3,CAFE,PR,Paraguai,América do Sul,0.313332,0.032084
3,CAFE,PR,Peru,América do Sul,3.536012,0.19824
3,CAFE,PR,Polônia,União Europeia - UE,3.016325,0.243335
3,CAFE,PR,Portugal,União Europeia - UE,0.000181,8e-06
3,CAFE,PR,Reino Unido,Europa,1.219703,0.0916
3,CAFE,PR,Rússia,Europa,3.4411509999999996,0.31604200000000005
3,CAFE,PR,Singapura,Ásia (Exclusive Oriente Médio),0.448836,0.036151
3,CAFE,PR,Suécia,União Europeia - UE,0.168576,0.015557
3,CAFE,PR,Tailândia,Ásia (Exclusive Oriente Médio),0.003126,0.000151
3,CAFE,PR,Taiwan (Formosa),Ásia (Exclusive Oriente Médio),0.69964,0.076776
3,CAFE,PR,Trinidad e Tobago,América Central e Caribe,0.137135,0.007966
3,CAFE,PR,Tunísia,África,0.196279,0.011921
3,CAFE,PR,Turquia,Europa,1.9358520000000001,0.175544
3,CAFE,PR,Uruguai,América do Sul,0.484671,0.027373
3,CAFE,PR,Vietnã,Ásia (Exclusive Oriente Médio),0.271147,0.0351
3,CAFE,PR,África do Sul,África,0.2526,0.01584
3,CAFE,RJ,Antígua e Barbuda,América Central e Caribe,0.002868,8.7e-05
3,CAFE,RJ,Argentina,América do Sul,0.020482,0.003248
3,CAFE,RJ,Bahamas,América Central e Caribe,0.00606,0.00043599999999999997
3,CAFE,RJ,Barbados,América Central e Caribe,0.00038899999999999997,6e-06
3,CAFE,RJ,Bélgica,União Europeia - UE,0.000638,1.4e-05
3,CAFE,RJ,Chipre,União Europeia - UE,0.0007170000000000001,3.0999999999999995e-05
3,CAFE,RJ,Estados Unidos,América do Norte,0.000296,0.0
3,CAFE,RJ,Filipinas,Ásia (Exclusive Oriente Médio),0.00014800000000000002,4.9999999999999996e-06
3,CAFE,RJ,Gabão,África,0.000351,5.999999999999999e-06
3,CAFE,RJ,Gibraltar,Europa,0.000392,2e-05
3,CAFE,RJ,Grécia,União Europeia - UE,0.001484,6.9e-05
3,CAFE,RJ,Holanda,União Europeia - UE,0.000145,5e-06
3,CAFE,RJ,Hong Kong,Ásia (Exclusive Oriente Médio),0.0007880000000000001,5.1e-05
3,CAFE,RJ,Itália,União Europeia - UE,0.000474,2.2e-05
3,CAFE,RJ,Libéria,África,0.00532,0.000239
3,CAFE,RJ,Malta,União Europeia - UE,0.003686,0.000144
3,CAFE,RJ,Malásia,Ásia (Exclusive Oriente Médio),0.000192,7.000000000000001e-06
3,CAFE,RJ,"Marshall, Ilhas",Oceania,0.0036609999999999998,0.00017
3,CAFE,RJ,Noruega,Europa,0.00813,0.000351
3,CAFE,RJ,Panamá,América Central e Caribe,0.0010359999999999998,5.4e-05
3,CAFE,RJ,Portugal,União Europeia - UE,0.000695,2.2e-05
3,CAFE,RJ,Reino Unido,Europa,0.000133,4e-06
3,CAFE,RJ,Singapura,Ásia (Exclusive Oriente Médio),0.004123,0.000161
3,CAFE,RO,Alemanha,União Europeia - UE,1.05918,0.2085
3,CAFE,RO,Argentina,América do Sul,0.1873,0.0364
3,CAFE,RO,Espanha,União Europeia - UE,0.508,0.1
3,CAFE,RO,Rússia,Europa,0.2032,0.04
3,CAFE,RR,Guiana,América do Sul,0.0065179999999999995,0.00103
3,CAFE,RS,Bahamas,América Central e Caribe,0.000449,2.7e-05
3,CAFE,RS,Chile,América do Sul,0.060135999999999995,0.005823
3,CAFE,RS,Emirados Árabes Unidos,Oriente Médio,0.22836,0.01584
3,CAFE,RS,Hong Kong,Ásia (Exclusive Oriente Médio),0.00010899999999999999,8e-06
3,CAFE,RS,Libéria,África,0.0011330000000000001,4.9999999999999996e-05
3,CAFE,RS,Líbia,África,0.189817,0.01272
3,CAFE,RS,Malta,União Europeia - UE,0.0005740000000000001,2.5e-05
3,CAFE,RS,"Marshall, Ilhas",Oceania,0.000785,4.8e-05
3,CAFE,RS,Panamá,América Central e Caribe,0.000385,2.5e-05
3,CAFE,RS,Paraguai,América do Sul,0.118824,0.012728999999999999
3,CAFE,RS,Portugal,União Europeia - UE,0.000118,1e-05
3,CAFE,RS,Singapura,Ásia (Exclusive Oriente Médio),0.0008010000000000001,2.8000000000000003e-05
3,CAFE,RS,Uruguai,América do Sul,0.027765,0.0022229999999999997
3,CAFE,SC,Argentina,América do Sul,0.002208,0.00055
3,CAFE,SC,Bahamas,América Central e Caribe,0.0009559999999999999,2.9e-05
3,CAFE,SC,China,Ásia (Exclusive Oriente Médio),1.5e-05,1e-06
3,CAFE,SC,Chipre,União Europeia - UE,0.00037,1.7e-05
3,CAFE,SC,Grécia,União Europeia - UE,7e-05,5e-06
3,CAFE,SC,Holanda,União Europeia - UE,8.9e-05,2e-05
3,CAFE,SC,Libéria,África,0.001082,0.00020899999999999998
3,CAFE,SC,Líbia,África,0.186447,0.009708
3,CAFE,SC,Malta,União Europeia - UE,0.000619,3.7000000000000005e-05
3,CAFE,SC,"Marshall, Ilhas",Oceania,0.000902,6.9e-05
3,CAFE,SC,Noruega,Europa,0.000132,2.4e-05
3,CAFE,SC,Nova Zelândia,Oceania,0.001038,9.8e-05
3,CAFE,SC,Panamá,América Central e Caribe,0.000684,8.6e-05
3,CAFE,SC,Portugal,União Europeia - UE,0.00017700000000000002,1.2e-05
3,CAFE,SP,Alemanha,União Europeia - UE,30.956832,4.969035
3,CAFE,SP,Argentina,América do Sul,5.719126000000001,0.506684
3,CAFE,SP,Arábia Saudita,Oriente Médio,2.223948,0.271401
3,CAFE,SP,Austrália,Oceania,2.6720580000000003,0.321176
3,CAFE,SP,Bahamas,América Central e Caribe,0.004187,0.000234
3,CAFE,SP,Barein,Oriente Médio,0.000224,0.0
3,CAFE,SP,Bolívia,América do Sul,0.089691,0.005808
3,CAFE,SP,Bulgária,União Europeia - UE,0.232036,0.015645
3,CAFE,SP,Bélgica,União Europeia - UE,3.833741,0.572
3,CAFE,SP,Canadá,América do Norte,5.031610000000001,0.534643
3,CAFE,SP,"Cayman, Ilhas",América Central e Caribe,9.7e-05,0.0
3,CAFE,SP,Chile,América do Sul,4.845119,0.332983
3,CAFE,SP,China,Ásia (Exclusive Oriente Médio),0.5554150000000001,0.07758100000000001
3,CAFE,SP,Chipre,União Europeia - UE,0.120114,0.019203
3,CAFE,SP,Colômbia,América do Sul,1.04996,0.1072
3,CAFE,SP,Coreia do Sul,Ásia (Exclusive Oriente Médio),7.110702,0.811852
3,CAFE,SP,Cuba,América Central e Caribe,0.069812,0.006
3,CAFE,SP,Curaçao,América Central e Caribe,0.00901,0.00096
3,CAFE,SP,Dinamarca,União Europeia - UE,2.274364,0.27603900000000003
3,CAFE,SP,El Salvador,América Central e Caribe,0.32565,0.021938
3,CAFE,SP,Emirados Árabes Unidos,Oriente Médio,1.739455,0.14205299999999998
3,CAFE,SP,Equador,América do Sul,0.462582,0.034147
3,CAFE,SP,Eslováquia,União Europeia - UE,0.209676,0.02484
3,CAFE,SP,Espanha,União Europeia - UE,3.288701,0.50049
3,CAFE,SP,Estados Unidos,América do Norte,30.669665000000002,4.381587
3,CAFE,SP,Estônia,União Europeia - UE,0.323694,0.0576
3,CAFE,SP,Filipinas,Ásia (Exclusive Oriente Médio),9e-06,0.0
3,CAFE,SP,Finlândia,União Europeia - UE,2.28889,0.3024
3,CAFE,SP,França,União Europeia - UE,4.727317,0.74205
3,CAFE,SP,Grécia,União Europeia - UE,1.249458,0.171507
3,CAFE,SP,Guatemala,América Central e Caribe,1.300841,0.104649
3,CAFE,SP,Holanda,União Europeia - UE,7.008475000000001,1.044862
3,CAFE,SP,Hong Kong,Ásia (Exclusive Oriente Médio),0.057236999999999996,0.007595
3,CAFE,SP,Indonésia,Ásia (Exclusive Oriente Médio),0.367299,0.0384
