ANO,MES,SETOR,QUANT,FOB,UF,PAIS,NOME_PAIS
2025,12,POLEAG,1.060524,1.166248,MT,SAU,Arábia Saudita
2025,6,PHORTIC,4.4e-05,0.000162,RJ,PAN,Panamá
2025,8,RACOES,0.119924,0.185456,SP,PER,Peru
2025,11,CEREAIS,1.3e-05,5.2e-05,SC,HKG,Hong Kong
2025,7,PHORTIC,8e-06,1e-05,SC,DEU,Alemanha
2025,3,PFLOREST,0.006202,0.018326,SP,PRY,Paraguai
2025,5,CAFE,2.5e-05,0.000287,PR,KNA,São Cristóvão e Névis
2025,11,PHORTIC,0.000218,0.00024,PR,LBR,Libéria
2025,5,FIBRAS,7.8e-05,0.003269,SC,PRY,Paraguai
2025,2,FIBRAS,9e-06,0.00052,SC,CYP,Chipre
2025,8,OPORVEG,0.000232,0.0006,MG,VEN,Venezuela
2025,1,PESCADOS,6.5e-05,0.000216,RJ,MHL,"Marshall, Ilhas"
2025,1,PHORTIC,1e-06,2.7e-05,ES,PRT,Portugal
2025,2,FIBRAS,0.0,6.2e-05,SP,PAN,Panamá
2025,1,PFLOREST,8.218854,4.504807,PR,ITA,Itália
2025,8,BEBIDAS,0.022336,0.038153,SP,PAN,Panamá
2025,3,PADIVER,1e-05,6.1e-05,RJ,LBR,Libéria
2025,2,FRUTAS,0.00018,0.000168,MA,CYP,Chipre
2025,4,CHAMATE,2e-06,1.4e-05,PA,LBR,Libéria
2025,3,PFLOREST,0.02631,0.022848,AM,BEL,Bélgica
2025,9,CAR_BOV,0.026347,0.130885,PA,ALB,Albânia
2025,10,POLEAG,0.040068,0.084482,SP,USA,Estados Unidos
2025,12,SUCOS,0.0009,0.001924,RS,GBR,Reino Unido
2025,10,PESCADOS,3e-05,0.000159,ES,MHL,"Marshall, Ilhas"
2025,10,PFLOREST,0.003902,0.00209,SP,PRY,Paraguai
2025,4,PHORTIC,8.9e-05,9.4e-05,ES,LBR,Libéria
2025,8,OPORVEG,2e-05,9e-06,PR,LBR,Libéria
2025,6,CEREAIS,0.034994,0.090693,SP,USA,Estados Unidos
2025,1,PADIVER,1e-05,3.4e-05,BA,NOR,Noruega
2025,3,CEREAIS,3e-06,3.2e-05,RJ,PAN,Panamá
2025,5,RACOES,0.007482,0.111951,SP,COL,Colômbia
2025,9,PFLOREST,1.943117,0.65971,PR,PER,Peru
2025,7,FRUTAS,3.6e-05,0.000186,MA,PAN,Panamá
2025,8,FRUTAS,5e-06,4e-05,RJ,NLD,Países Baixos (Holanda)
2025,3,PFLOREST,0.198752,0.218876,PR,PRY,Paraguai
2025,8,FRUTAS,1e-06,1.1e-05,PA,GBR,Reino Unido
2025,5,COUROS,7e-06,0.000592,SP,CHL,Chile
2025,9,CEREAIS,0.011592,0.032255,PR,SUR,Suriname
2025,5,PFLOREST,0.946068,2.627184,SC,USA,Estados Unidos
2025,6,LACTEOS,6e-06,3e-05,ES,LBR,Libéria
2025,6,PADIVER,2e-06,1.3e-05,AL,BHS,Bahamas
2025,9,PADIVER,0.0,2e-06,ES,PAN,Panamá
2025,2,PHORTIC,1e-05,1.9e-05,MA,BHS,Bahamas
2025,6,PADIVER,0.00028,0.000538,SP,CUW,Curaçao
2025,7,PHORTIC,2e-05,4.4e-05,PR,BHS,Bahamas
2025,3,CAR_BOV,4e-06,3.9e-05,ES,PRT,Portugal
2025,4,PESCADOS,3.1e-05,0.013847,SP,JPN,Japão
2025,8,CEREAIS,0.000215,0.001244,PA,MHL,"Marshall, Ilhas"
2025,9,PHORTIC,5e-06,2e-05,MA,SGP,Cingapura
2025,5,CAR_BOV,0.589088,3.289426,RO,CHL,Chile
2025,6,CEREAIS,8.8e-05,0.000171,PR,PRY,Paraguai
2025,7,OPORVEG,5e-06,1e-05,SP,COL,Colômbia
2025,5,PADIVER,3.7e-05,0.000155,MA,MHL,"Marshall, Ilhas"
2025,11,CAR_OUT,0.05377,0.05238,MS,AGO,Angola
2025,12,LACTEOS,2e-06,1.5e-05,SP,JPN,Japão
2025,5,FRUTAS,0.039345,0.14271,PR,GBR,Reino Unido
2025,12,CAR_BOV,0.01656,0.027486,MS,COD,"Congo, República Democrática"
2025,10,PHORTIC,5e-06,0.000185,RJ,SGP,Cingapura
2025,8,CAR_BOV,0.000105,0.000754,ES,PAN,Panamá
2025,12,OPORANI,0.002184,0.003061,MT,SAU,Arábia Saudita
2025,6,PFLOREST,0.075639,0.082619,PR,GTM,Guatemala
2025,3,PADIVER,1e-06,2.6e-05,ES,GBR,Reino Unido
2025,5,OPORVEG,0.5096,0.549731,SP,CHN,China
2025,4,CAR_OUT,0.007296,0.014767,SP,GHA,Gana
2025,9,FRUTAS,0.00026,0.000849,MA,LBR,Libéria
2025,8,CEREAIS,3.5e-05,0.000177,SP,BRB,Barbados
2025,2,FIBRAS,0.0,4e-06,SP,LBR,Libéria
2025,9,PESCADOS,9.5e-05,0.000523,MA,SGP,Cingapura
2025,5,CEREAIS,5e-06,0.000152,RS,NOR,Noruega
2025,3,FRUTAS,0.001276,0.004756,SP,CAN,Canadá
2025,6,FRUTAS,1e-06,1.7e-05,PA,SGP,Cingapura
2025,8,CAR_SUI,0.11055,0.205745,RS,GAB,Gabão
2025,1,LACTEOS,0.000324,0.000408,SP,THA,Tailândia
2025,3,CSUCRO,2e-05,2.8e-05,RJ,HKG,Hong Kong
2025,6,PADIVER,1.9e-05,0.000131,RJ,SGP,Cingapura
2025,2,PHORTIC,1e-06,1e-05,RJ,GRC,Grécia
2025,10,PHORTIC,2e-06,1e-05,AL,SGP,Cingapura
2025,10,LACTEOS,2.4e-05,0.000221,RJ,GRC,Grécia
2025,11,PFLOREST,4.004,1.679691,SP,IND,Índia
2025,3,PHORTIC,2.2e-05,2.8e-05,RJ,SGP,Cingapura
2025,11,PHORTIC,2e-06,6e-06,RS,IND,Índia
2025,4,LACTEOS,5e-06,6.8e-05,RJ,NOR,Noruega
2025,9,LACTEOS,5e-06,4e-05,SP,GRC,Grécia
2025,7,OPORANI,0.000115,0.00033,SP,TGO,Togo
