ANO,MES,SETOR,QUANT,FOB,UF,PAIS,NOME_PAIS
2026,1,LACTEOS,9.6e-05,0.000145,SP,CYP,Chipre
2026,5,CAR_BOV,0.055055,0.248134,TO,EGY,Egito
2026,3,PADIVER,1.8e-05,9.5e-05,PR,MLT,Malta
2026,6,PFLOREST,0.081637,0.054277,SC,URY,Uruguai
2026,7,FIBRAS,0.000727,0.017426,SC,URY,Uruguai
2026,8,CEREAIS,0.0,2e-06,CE,MHL,"Marshall, Ilhas"
2026,3,CSOJA,4.106298,1.707896,SP,KOR,Coreia do Sul
2026,2,PFLOREST,0.000961,0.001103,SP,COL,Colômbia
2026,5,PADIVER,1.6e-05,5.4e-05,AM,JPN,Japão
2026,7,RACOES,0.048065,0.075938,RS,PRY,Paraguai
2026,5,FRUTAS,0.066312,0.191001,SP,AUS,Austrália
2026,1,PHORTIC,8.5e-05,0.000123,ES,MHL,"Marshall, Ilhas"
2026,7,PADIVER,0.0189,0.073269,SP,ESP,Espanha
2026,1,PFLOREST,0.04982,0.076882,PA,ZAF,África do Sul
2026,7,OPORVEG,0.00192,0.033381,PR,COL,Colômbia
2026,2,FRUTAS,4.5e-05,0.000106,SP,LBR,Libéria
2026,3,CEREAIS,0.000336,0.000336,SP,PRY,Paraguai
2026,6,PFLOREST,0.000376,0.001612,RS,USA,Estados Unidos
2026,7,COUROS,1.9e-05,0.002077,RJ,CRI,Costa Rica
2026,6,COUROS,0.000131,0.003896,RS,PRT,Portugal
2026,2,PFLOREST,1.5e-05,2e-05,SP,MHL,"Marshall, Ilhas"
2026,6,PADIVER,0.000625,0.005019,SP,ARG,Argentina
2026,6,FRUTAS,2e-05,8.2e-05,AL,PAN,Panamá
2026,6,CAFE,1.35442,4.88102,ES,DEU,Alemanha
2026,1,FRUTAS,1.3e-05,0.000101,SP,CMR,Camarões
2026,1,PORNAM,0.017305,0.059658,SP,URY,Uruguai
2026,8,POLEAG,1e-06,8e-06,SC,GBR,Reino Unido
2026,2,CAR_SUI,4e-05,0.000328,AL,LBR,Libéria
2026,8,CEREAIS,4e-05,0.000173,ES,FRA,França
2026,3,CSOJA,1e-06,4e-06,PE,MHL,"Marshall, Ilhas"
2026,4,FIBRAS,0.001548,0.009332,CE,PRY,Paraguai
2026,3,FRUTAS,6e-06,6.9e-05,AM,LBR,Libéria
2026,8,CAFE,2e-06,3.8e-05,SC,HKG,Hong Kong
2026,8,CAR_BOV,0.234397,1.495071,MS,URY,Uruguai
2026,2,PHORTIC,3e-06,9e-06,SP,KOR,Coreia do Sul
2026,5,FIBRAS,1.4e-05,0.000495,SC,BOL,Bolívia
2026,7,PHORTIC,2.1e-05,2e-05,RJ,USA,Estados Unidos
2026,5,COUROS,0.487456,0.515354,RS,VNM,Vietnã
2026,7,CAR_OUT,0.001473,0.004383,MT,BES,"Bonaire, Saint Eustatius e Saba"
2026,8,FIBRAS,0.002133,0.009768,SP,URY,Uruguai
2026,3,CAR_BOV,4.6e-05,0.000463,RS,PAN,Panamá
2026,7,PFLOREST,0.042091,0.034894,SP,URY,Uruguai
2026,1,CHAMATE,1e-06,5.1e-05,RS,MLT,Malta
2026,1,BEBIDAS,0.0018,0.000483,ES,LBR,Libéria
2026,7,COUROS,0.002928,0.043924,RS,CAN,Canadá
2026,4,PESCADOS,7e-05,0.000664,SP,PAN,Panamá
2026,4,OPORANI,4.5e-05,0.000249,ES,MHL,"Marshall, Ilhas"
2026,5,LACTEOS,1.6e-05,0.000109,AL,CYP,Chipre
2026,8,FRUTAS,5e-05,4.5e-05,SP,ITA,Itália
2026,7,BEBIDAS,0.000316,0.000144,RJ,ITA,Itália
2026,3,FRUTAS,0.001035,0.001078,SP,MHL,"Marshall, Ilhas"
2026,1,FRUTAS,2.5e-05,5.2e-05,SP,BMU,Bermudas
2026,7,CSOJA,0.363222,0.164532,DF,VNM,Vietnã
2026,4,CEREAIS,4e-05,3.1e-05,PA,BRB,Barbados
2026,5,FIBRAS,0.0005,0.000755,SP,URY,Uruguai
2026,4,SUCOLAR,5e-06,8e-06,ES,MHL,"Marshall, Ilhas"
2026,3,CEREAIS,0.004328,0.01492,MG,PRT,Portugal
2026,2,LACTEOS,6e-06,6.9e-05,ES,MHL,"Marshall, Ilhas"
2026,3,FRUTAS,0.001015,0.00074,SP,PAN,Panamá
2026,6,PHORTIC,2.6e-05,4.2e-05,RJ,ATG,Antígua e Barbuda
2026,4,PADIVER,0.084696,0.187575,RS,GTM,Guatemala
2026,4,PESCADOS,0.000332,0.001492,SP,LBR,Libéria
2026,8,CSOJA,25.780308,11.150865,PI,THA,Tailândia
2026,7,PHORTIC,1.5e-05,3.1e-05,SC,HKG,Hong Kong
